% 1. Title: Dataset Sintético para la Predicción de Compra de Boletas (10000 instancias) con Descuento e Historial Categórico
% 2. Sources:
%    (a) Original Owners: Generado sintéticamente para fines de demostración
%    (b) Donor of Database: Gemini AI
%    (c) Date Received: 7 de mayo de 2025
% 3. Past Usage:
%    Este dataset sintético se genera para demostrar la estructura de datos para la predicción de compra de boletas, incluyendo uso de descuento previo e historial de compras categórico. Se puede utilizar para entrenar modelos de clasificación.
% 4. Relevant Information:
%    Este dataset contiene información sobre usuarios y sus interacciones con una plataforma de venta de boletas. El objetivo es predecir si un usuario específico realizará una compra de boleta (variable 'Compra_Boleta'). Los atributos incluyen información demográfica, comportamiento en la plataforma, preferencias y el uso de descuentos previos.
% 5. Number of Instances: 10000
% 6. Number of Attributes: 10 plus class
% 7. For Each Attribute:
%    1. ID_Usuario: Identificador único del usuario (numérico)
%    2. Edad: Edad del usuario en años (numérico)
%    3. Genero: Género del usuario (categórico: Masculino, Femenino, Otro)
%    4. Historial_Compras: Nivel de historial de compras (categórico: Bajo, Medio, Alto)
%    5. Frecuencia_Visitas_Sitio: Visitas al sitio en el último mes (numérico)
%    6. Tiempo_Navegacion_Promedio: Tiempo promedio de navegación en minutos (numérico)
%    7. Interes_Categoria: Categoría de eventos de interés (categórico)
%    8. Dispositivo_Acceso: Dispositivo principal de acceso (categórico)
%    9. Recibio_Notificacion: Indica si recibió notificación reciente (numérico: 0=No, 1=Sí)
%    10. Uso_Descuento_Previo: Indica si usó un descuento en compras previas (numérico: 0=No, 1=Sí)
%    11. Compra_Boleta: Variable de clase (numérico: 0=No compró, 1=Compró)
% 8. Missing Attribute Values: None
% 9. Class Distribution: (aproximado)
%    Clase Valor   Número de Instancias (aproximado)
%    0             ~6500
%    1             ~3500
% 10. Brief statistical analysis: (aproximado)
%     Attribute number:             Mean:    Standard Deviation:
%     2. Edad:                     ~38       ~14
%     5. Frecuencia_Visitas_Sitio: ~4.5      ~5
%     6. Tiempo_Navegacion_Promedio: ~12      ~8
%     10. Uso_Descuento_Previo:    ~0.3 (aproximado)
@relation compra_boleta_prediccion_con_descuento
@attribute 'ID_Usuario' numeric
@attribute 'Edad' numeric
@attribute 'Genero' {Masculino,Femenino,Otro}
@attribute 'Historial_Compras' {Bajo,Medio,Alto}
@attribute 'Frecuencia_Visitas_Sitio' numeric
@attribute 'Tiempo_Navegacion_Promedio' numeric
@attribute 'Interes_Categoria' {Conciertos,Deportes,Teatro,Cine,Otro}
@attribute 'Dispositivo_Acceso' {Desktop,Mobile,Tablet}
@attribute 'Recibio_Notificacion' {0,1}
@attribute 'Uso_Descuento_Previo' {0,1}
@attribute 'Compra_Boleta' {0,1}
@data
324,40,Otro,Medio,2,0.5,Otro,Desktop,0,0,0
325,30,Masculino,Bajo,1,8.7,Otro,Mobile,1,0,0
326,58,Femenino,Medio,0,1.6,Otro,Tablet,1,1,0
327,39,Otro,Bajo,2,1.3,Otro,Tablet,0,1,0
328,21,Femenino,Bajo,2,1.1,Conciertos,Desktop,0,0,0
329,37,Masculino,Medio,3,3.2,Cine,Tablet,0,1,0
330,44,Femenino,Medio,1,5.7,Conciertos,Desktop,0,0,0
331,18,Femenino,Bajo,2,6.1,Otro,Mobile,0,0,0
332,32,Otro,Bajo,2,1.1,Otro,Mobile,1,1,0
333,41,Masculino,Bajo,6,0.4,Otro,Tablet,0,0,0
334,33,Masculino,Bajo,3,1.5,Teatro,Mobile,0,1,0
335,61,Otro,Alto,2,0.5,Teatro,Desktop,0,0,1
336,32,Masculino,Bajo,4,7.9,Teatro,Mobile,0,1,0
337,32,Otro,Medio,4,8.6,Deportes,Tablet,0,1,0
338,36,Femenino,Bajo,3,1.3,Deportes,Mobile,0,1,0
339,24,Femenino,Bajo,4,6.2,Teatro,Tablet,0,1,1
340,50,Femenino,Medio,1,15.2,Otro,Desktop,0,0,0
341,30,Otro,Bajo,2,3.1,Cine,Mobile,0,0,0
342,49,Otro,Alto,0,6.5,Cine,Mobile,0,0,0
343,37,Masculino,Medio,1,0.4,Otro,Mobile,0,1,0
344,43,Otro,Medio,3,9.4,Deportes,Desktop,0,0,0
345,18,Otro,Bajo,3,2.0,Teatro,Mobile,1,1,0
346,56,Otro,Medio,1,1.5,Deportes,Desktop,1,1,0
347,41,Otro,Bajo,0,10.3,Otro,Desktop,0,1,1
348,63,Otro,Medio,0,1.3,Cine,Desktop,1,1,0
349,54,Otro,Medio,3,8.8,Otro,Mobile,0,1,1
350,36,Masculino,Bajo,1,2.3,Conciertos,Mobile,0,0,0
351,38,Otro,Bajo,1,5.6,Otro,Mobile,1,0,0
352,55,Otro,Medio,2,0.9,Cine,Tablet,0,1,0
353,30,Masculino,Bajo,2,1.4,Deportes,Mobile,0,1,1
354,39,Masculino,Medio,1,3.3,Deportes,Tablet,0,0,0
355,26,Otro,Bajo,4,1.8,Deportes,Mobile,0,0,0
356,26,Femenino,Bajo,4,6.2,Otro,Desktop,0,0,0
357,41,Otro,Medio,0,4.1,Cine,Mobile,1,1,0
358,26,Otro,Bajo,3,4.1,Cine,Mobile,0,1,0
359,43,Masculino,Medio,1,6.7,Otro,Tablet,0,1,0
360,41,Otro,Medio,2,3.9,Cine,Mobile,1,0,0
361,49,Otro,Medio,1,14.0,Deportes,Tablet,1,1,0
362,39,Masculino,Bajo,0,0.9,Otro,Mobile,0,0,0
363,48,Otro,Medio,0,3.5,Deportes,Tablet,0,1,1
364,26,Otro,Bajo,5,0.6,Conciertos,Tablet,1,1,1
365,42,Otro,Medio,4,12.4,Cine,Desktop,1,1,0
366,22,Masculino,Bajo,2,2.7,Deportes,Desktop,0,1,0
367,21,Masculino,Bajo,3,1.3,Otro,Mobile,0,0,0
368,50,Femenino,Bajo,0,2.5,Deportes,Mobile,0,1,0
369,25,Femenino,Bajo,4,11.2,Cine,Mobile,0,1,1
370,38,Masculino,Bajo,4,1.4,Conciertos,Mobile,0,0,0
371,41,Masculino,Medio,3,3.4,Cine,Tablet,0,1,0
372,18,Masculino,Bajo,3,9.4,Teatro,Desktop,1,1,0
373,45,Otro,Bajo,6,1.1,Conciertos,Mobile,1,1,0
374,42,Masculino,Medio,2,6.1,Conciertos,Mobile,0,0,0
375,45,Masculino,Bajo,3,8.2,Deportes,Tablet,0,1,1
376,62,Otro,Medio,1,0.3,Teatro,Desktop,0,0,0
377,35,Otro,Bajo,0,0.5,Otro,Mobile,0,1,0
378,39,Otro,Medio,1,17.0,Deportes,Tablet,1,1,0
379,46,Masculino,Bajo,0,14.2,Cine,Mobile,0,1,0
380,28,Femenino,Medio,3,11.8,Otro,Tablet,0,1,0
381,27,Otro,Medio,5,9.2,Conciertos,Mobile,0,1,0
382,57,Masculino,Medio,1,1.2,Teatro,Mobile,0,1,0
383,58,Masculino,Medio,0,4.4,Otro,Tablet,0,0,0
384,39,Otro,Medio,2,5.6,Conciertos,Mobile,0,0,0
385,63,Masculino,Medio,1,1.8,Cine,Desktop,0,0,0
386,42,Otro,Medio,1,6.3,Deportes,Mobile,1,1,0
387,51,Otro,Medio,0,7.7,Otro,Desktop,0,0,0
388,64,Femenino,Medio,1,3.1,Cine,Mobile,1,1,1
389,48,Femenino,Medio,2,2.1,Otro,Desktop,0,0,0
390,45,Otro,Medio,0,4.1,Deportes,Mobile,0,0,0
391,40,Masculino,Medio,1,2.3,Conciertos,Mobile,0,1,0
392,48,Otro,Medio,1,0.4,Cine,Tablet,0,0,1
393,32,Masculino,Medio,5,0.6,Cine,Mobile,0,1,0
394,38,Femenino,Bajo,3,0.0,Conciertos,Mobile,1,0,0
395,36,Masculino,Medio,5,2.4,Cine,Mobile,0,0,0
396,51,Masculino,Medio,0,6.1,Conciertos,Desktop,0,0,0
397,42,Masculino,Medio,4,0.8,Conciertos,Tablet,1,0,0
398,48,Femenino,Bajo,1,4.5,Teatro,Desktop,1,1,0
399,38,Masculino,Medio,0,16.0,Conciertos,Mobile,0,1,0
400,45,Masculino,Medio,0,0.3,Otro,Tablet,0,1,0
401,55,Otro,Medio,4,11.2,Teatro,Mobile,1,0,0
402,18,Otro,Bajo,3,16.0,Deportes,Tablet,1,1,0
403,30,Otro,Bajo,1,2.0,Otro,Mobile,0,1,0
404,62,Otro,Medio,1,7.2,Conciertos,Mobile,0,1,0
405,24,Femenino,Bajo,5,6.1,Otro,Tablet,0,1,0
406,18,Femenino,Bajo,3,7.3,Deportes,Mobile,0,1,0
407,47,Femenino,Medio,1,2.1,Teatro,Desktop,1,1,1
408,25,Masculino,Bajo,4,3.6,Otro,Mobile,0,1,0
409,25,Masculino,Bajo,2,8.2,Conciertos,Mobile,1,0,0
410,39,Otro,Medio,1,18.0,Conciertos,Tablet,0,1,0
411,18,Femenino,Bajo,3,1.9,Otro,Tablet,0,0,0
412,47,Femenino,Medio,0,5.6,Otro,Desktop,0,0,0
413,25,Otro,Bajo,1,8.2,Teatro,Mobile,0,1,1
414,55,Masculino,Medio,3,6.2,Otro,Tablet,1,0,1
415,18,Otro,Bajo,4,0.1,Otro,Mobile,0,1,0
416,49,Otro,Medio,1,1.3,Deportes,Tablet,0,1,0
417,18,Masculino,Bajo,1,2.4,Conciertos,Mobile,0,1,0
418,18,Femenino,Bajo,3,2.8,Teatro,Mobile,0,1,0
419,34,Masculino,Bajo,6,6.0,Otro,Mobile,0,1,1
420,66,Otro,Medio,1,5.2,Otro,Desktop,0,1,0
421,29,Otro,Bajo,6,4.6,Conciertos,Tablet,0,0,0
422,55,Femenino,Medio,0,3.3,Teatro,Tablet,0,1,1
423,26,Femenino,Bajo,2,5.7,Deportes,Mobile,1,1,1
424,51,Masculino,Medio,0,0.4,Deportes,Desktop,0,0,0
425,39,Masculino,Medio,4,2.3,Deportes,Mobile,1,1,1
426,41,Otro,Medio,3,1.0,Conciertos,Desktop,1,0,0
427,53,Masculino,Medio,1,5.5,Conciertos,Tablet,0,0,0
428,18,Otro,Bajo,2,0.3,Teatro,Mobile,1,0,0
429,18,Otro,Bajo,4,3.2,Deportes,Mobile,1,0,0
430,37,Masculino,Bajo,4,2.2,Deportes,Mobile,1,1,0
431,41,Femenino,Medio,6,8.3,Cine,Desktop,0,0,1
432,35,Masculino,Medio,2,17.2,Deportes,Mobile,1,1,0
433,43,Otro,Medio,1,1.2,Conciertos,Tablet,1,0,0
434,33,Otro,Bajo,5,0.9,Teatro,Mobile,1,1,0
435,56,Masculino,Medio,1,0.7,Deportes,Desktop,0,0,1
436,18,Otro,Medio,6,3.6,Deportes,Desktop,0,1,0
437,39,Otro,Medio,7,1.3,Conciertos,Desktop,1,0,0
438,18,Femenino,Bajo,6,2.9,Cine,Desktop,1,1,0
439,30,Masculino,Bajo,6,22.1,Cine,Mobile,1,1,0
440,26,Masculino,Bajo,4,1.6,Deportes,Mobile,0,1,0
441,22,Femenino,Bajo,4,4.7,Otro,Mobile,0,0,0
442,42,Otro,Medio,1,1.8,Conciertos,Mobile,0,1,0
443,63,Otro,Alto,1,2.8,Cine,Desktop,0,0,0
444,48,Masculino,Bajo,0,3.2,Otro,Tablet,0,1,0
445,18,Masculino,Bajo,4,10.8,Cine,Mobile,0,1,0
446,48,Otro,Medio,1,9.2,Deportes,Tablet,0,1,0
447,23,Masculino,Bajo,5,0.1,Conciertos,Tablet,0,0,0
448,50,Otro,Medio,1,4.6,Conciertos,Desktop,1,1,0
449,33,Femenino,Medio,4,1.8,Cine,Mobile,0,1,0
450,29,Femenino,Bajo,2,4.9,Deportes,Mobile,0,1,0
451,23,Otro,Bajo,2,12.6,Conciertos,Mobile,0,0,0
452,51,Femenino,Medio,0,2.4,Cine,Desktop,0,0,1
453,42,Masculino,Medio,2,1.6,Conciertos,Tablet,0,1,0
454,45,Otro,Medio,1,14.8,Otro,Desktop,0,1,0
455,54,Otro,Bajo,1,0.8,Cine,Mobile,1,0,0
456,29,Femenino,Bajo,4,17.9,Conciertos,Mobile,0,1,0
457,18,Masculino,Bajo,6,13.5,Teatro,Mobile,1,0,0
458,28,Otro,Medio,5,4.7,Teatro,Mobile,0,0,0
459,22,Femenino,Medio,4,5.4,Conciertos,Mobile,0,0,0
460,18,Otro,Bajo,4,3.7,Otro,Desktop,0,0,0
461,46,Otro,Medio,2,10.1,Teatro,Tablet,0,0,0
462,44,Masculino,Bajo,4,3.7,Cine,Mobile,1,1,0
463,33,Otro,Medio,5,5.6,Otro,Desktop,0,0,1
464,22,Otro,Medio,3,1.2,Deportes,Mobile,0,1,0
465,40,Femenino,Medio,6,1.4,Cine,Mobile,1,1,0
466,23,Masculino,Bajo,0,0.9,Cine,Mobile,0,0,0
467,39,Masculino,Bajo,0,13.9,Conciertos,Tablet,0,1,0
468,29,Otro,Bajo,4,5.1,Conciertos,Desktop,0,0,0
469,43,Masculino,Medio,0,13.2,Otro,Tablet,0,0,0
470,35,Masculino,Bajo,3,8.6,Deportes,Mobile,0,1,0
471,41,Femenino,Bajo,0,10.3,Conciertos,Mobile,1,1,0
472,18,Otro,Bajo,1,17.6,Cine,Desktop,1,0,1
473,29,Femenino,Bajo,2,1.7,Otro,Mobile,0,1,0
474,44,Masculino,Medio,2,4.6,Otro,Desktop,1,0,0
475,48,Masculino,Medio,4,5.5,Cine,Tablet,0,1,1
476,41,Otro,Medio,2,3.7,Teatro,Tablet,1,1,1
477,50,Otro,Medio,1,1.4,Teatro,Desktop,1,1,0
478,26,Otro,Bajo,5,2.8,Cine,Mobile,1,0,1
479,46,Femenino,Medio,2,1.8,Otro,Tablet,0,1,0
480,18,Femenino,Bajo,2,8.9,Otro,Tablet,0,0,0
481,31,Masculino,Bajo,3,5.9,Teatro,Mobile,0,0,0
482,27,Masculino,Bajo,0,0.9,Otro,Mobile,0,0,0
483,35,Femenino,Medio,0,2.0,Deportes,Mobile,1,1,0
484,33,Otro,Bajo,2,4.4,Deportes,Tablet,0,1,0
485,34,Femenino,Medio,8,0.9,Conciertos,Mobile,0,0,1
486,34,Otro,Medio,3,3.0,Cine,Mobile,0,0,0
487,49,Otro,Medio,3,0.3,Cine,Mobile,0,0,0
488,32,Femenino,Medio,8,0.4,Deportes,Tablet,0,0,0
489,53,Masculino,Medio,4,0.9,Conciertos,Mobile,0,0,0
490,49,Otro,Medio,3,5.8,Deportes,Mobile,1,0,0
491,21,Masculino,Bajo,4,7.8,Teatro,Desktop,0,0,0
492,49,Masculino,Bajo,0,6.4,Deportes,Mobile,0,1,0
493,34,Masculino,Bajo,4,9.4,Deportes,Mobile,0,0,0
494,50,Masculino,Medio,4,0.3,Deportes,Desktop,0,0,0
495,45,Femenino,Bajo,0,0.2,Teatro,Desktop,0,1,0
496,36,Masculino,Bajo,4,0.2,Teatro,Mobile,0,0,0
497,32,Otro,Bajo,4,2.6,Otro,Desktop,1,0,1
498,56,Femenino,Medio,0,1.0,Otro,Desktop,0,0,0
499,35,Femenino,Medio,0,7.8,Otro,Mobile,0,0,0
500,41,Masculino,Bajo,4,0.3,Teatro,Desktop,0,1,0
501,49,Otro,Medio,1,3.9,Conciertos,Tablet,0,0,0
502,18,Femenino,Medio,5,5.7,Cine,Tablet,0,0,1
503,29,Otro,Bajo,7,4.8,Deportes,Mobile,1,1,1
504,55,Otro,Medio,1,8.1,Otro,Desktop,0,1,0
505,41,Masculino,Medio,0,5.4,Cine,Desktop,0,0,0
506,30,Masculino,Medio,4,0.8,Cine,Mobile,0,0,0
507,49,Masculino,Bajo,4,4.9,Conciertos,Desktop,0,0,1
508,39,Masculino,Medio,0,0.8,Teatro,Mobile,1,0,0
509,62,Femenino,Medio,0,0.1,Teatro,Tablet,0,0,1
510,53,Masculino,Medio,1,1.3,Conciertos,Tablet,0,0,1
511,44,Otro,Bajo,0,11.1,Otro,Mobile,0,1,0
512,35,Otro,Medio,4,6.7,Deportes,Mobile,1,1,0
513,49,Otro,Medio,1,3.5,Conciertos,Desktop,0,1,0
514,29,Otro,Bajo,1,8.5,Teatro,Mobile,0,0,0
515,46,Femenino,Medio,0,0.5,Cine,Tablet,0,0,0
516,20,Masculino,Bajo,3,0.1,Deportes,Mobile,0,1,0
517,40,Masculino,Medio,0,1.3,Otro,Mobile,0,0,0
518,18,Femenino,Bajo,2,0.1,Conciertos,Mobile,1,0,0
519,28,Otro,Medio,4,9.0,Teatro,Tablet,1,0,1
520,48,Femenino,Bajo,0,7.3,Teatro,Mobile,0,0,0
521,35,Masculino,Medio,2,3.9,Conciertos,Tablet,0,1,1
522,45,Femenino,Bajo,2,8.4,Deportes,Mobile,0,0,0
523,38,Femenino,Medio,1,0.3,Cine,Desktop,0,0,0
524,45,Femenino,Bajo,0,4.1,Conciertos,Tablet,0,0,0
525,34,Masculino,Bajo,1,5.0,Cine,Mobile,0,1,0
526,29,Masculino,Bajo,7,7.6,Otro,Mobile,1,1,0
527,18,Otro,Bajo,4,0.9,Otro,Mobile,1,1,1
528,33,Femenino,Bajo,8,7.0,Cine,Mobile,1,0,0
529,36,Otro,Bajo,2,0.5,Otro,Mobile,0,0,0
530,55,Masculino,Medio,2,0.5,Teatro,Desktop,0,0,1
531,42,Otro,Bajo,5,0.4,Otro,Tablet,0,0,0
532,44,Femenino,Medio,2,4.5,Otro,Desktop,0,0,0
533,59,Femenino,Medio,0,3.8,Otro,Desktop,1,0,0
534,40,Otro,Medio,1,6.4,Cine,Mobile,1,0,0
535,33,Otro,Bajo,1,8.6,Cine,Mobile,1,0,1
536,56,Otro,Medio,1,0.4,Otro,Mobile,0,0,0
537,48,Masculino,Medio,3,5.9,Deportes,Desktop,0,0,0
538,44,Femenino,Bajo,2,8.5,Cine,Tablet,0,1,0
539,37,Masculino,Medio,3,0.1,Conciertos,Desktop,1,1,0
540,36,Femenino,Bajo,1,0.5,Cine,Mobile,0,0,0
541,46,Otro,Bajo,6,4.3,Otro,Tablet,0,0,0
542,59,Otro,Medio,7,3.4,Cine,Mobile,0,1,0
543,18,Femenino,Bajo,4,1.0,Cine,Desktop,0,0,0
544,18,Masculino,Medio,1,3.4,Deportes,Mobile,1,1,0
545,24,Masculino,Bajo,3,23.2,Otro,Mobile,0,1,0
546,45,Masculino,Medio,4,33.0,Otro,Desktop,0,1,0
547,57,Femenino,Medio,0,3.7,Otro,Tablet,0,1,0
548,27,Femenino,Bajo,7,7.0,Teatro,Mobile,0,1,1
549,28,Otro,Bajo,4,0.2,Conciertos,Mobile,1,0,0
550,57,Masculino,Medio,1,3.1,Otro,Desktop,0,0,0
551,18,Masculino,Bajo,2,13.4,Conciertos,Desktop,1,1,0
552,44,Masculino,Bajo,2,3.0,Deportes,Mobile,0,0,0
553,44,Masculino,Medio,2,6.9,Cine,Tablet,0,0,1
554,50,Masculino,Medio,2,2.8,Teatro,Mobile,1,1,0
555,29,Masculino,Bajo,3,5.4,Cine,Mobile,0,0,0
556,48,Femenino,Medio,1,0.8,Teatro,Mobile,0,0,0
557,39,Femenino,Medio,2,1.4,Deportes,Mobile,0,0,0
558,31,Otro,Bajo,4,5.1,Conciertos,Mobile,0,0,1
559,42,Otro,Bajo,6,8.9,Conciertos,Desktop,0,1,1
560,25,Femenino,Bajo,3,0.3,Cine,Mobile,0,0,0
561,37,Otro,Bajo,3,0.1,Cine,Mobile,0,1,1
562,39,Otro,Medio,2,8.7,Teatro,Mobile,1,0,0
563,35,Masculino,Medio,2,2.9,Otro,Mobile,0,0,0
564,54,Masculino,Medio,1,3.9,Deportes,Tablet,1,1,0
565,20,Otro,Bajo,2,4.2,Cine,Tablet,1,0,0
566,32,Masculino,Medio,6,4.9,Cine,Tablet,0,0,0
567,25,Otro,Medio,6,2.5,Otro,Mobile,0,1,0
568,62,Masculino,Medio,2,8.9,Deportes,Desktop,0,1,0
569,55,Femenino,Medio,0,3.2,Conciertos,Tablet,0,1,0
570,36,Femenino,Medio,1,0.1,Deportes,Mobile,0,1,1
571,26,Femenino,Medio,3,5.4,Conciertos,Mobile,0,1,0
572,41,Otro,Medio,0,0.3,Conciertos,Desktop,0,0,0
573,18,Otro,Medio,7,10.0,Deportes,Mobile,0,1,0
574,51,Otro,Bajo,2,5.2,Otro,Mobile,0,0,0
575,20,Otro,Bajo,3,6.4,Deportes,Mobile,0,0,0
576,46,Femenino,Medio,2,3.8,Deportes,Desktop,0,0,1
577,52,Femenino,Medio,3,2.6,Teatro,Mobile,0,1,0
578,32,Femenino,Bajo,6,1.0,Deportes,Tablet,0,0,0
579,60,Masculino,Medio,0,1.2,Cine,Desktop,0,1,0
580,21,Masculino,Bajo,9,2.1,Cine,Tablet,0,1,0
581,47,Femenino,Medio,1,0.3,Teatro,Tablet,0,0,0
582,28,Otro,Medio,3,3.3,Otro,Mobile,0,1,0
583,57,Femenino,Alto,2,17.3,Teatro,Desktop,1,1,0
584,44,Otro,Bajo,0,2.7,Teatro,Mobile,0,1,1
585,18,Femenino,Medio,2,2.8,Otro,Mobile,0,0,1
586,40,Femenino,Bajo,0,0.5,Deportes,Mobile,0,0,0
587,64,Masculino,Medio,1,0.3,Conciertos,Desktop,1,1,0
588,40,Otro,Medio,2,5.5,Teatro,Mobile,0,1,0
589,34,Femenino,Medio,5,5.7,Conciertos,Tablet,1,1,1
590,27,Femenino,Medio,4,17.6,Conciertos,Mobile,0,1,1
591,35,Otro,Bajo,4,5.9,Otro,Mobile,0,1,0
592,59,Femenino,Medio,1,0.2,Otro,Mobile,0,1,0
593,34,Femenino,Medio,0,5.2,Conciertos,Desktop,0,1,0
594,23,Otro,Bajo,5,5.4,Deportes,Mobile,0,0,0
595,40,Femenino,Bajo,6,8.7,Teatro,Mobile,0,1,0
596,24,Masculino,Medio,5,5.0,Deportes,Mobile,0,0,1
597,24,Otro,Bajo,3,15.4,Deportes,Desktop,0,1,0
598,29,Masculino,Bajo,9,9.3,Cine,Mobile,0,0,0
599,51,Femenino,Bajo,0,8.7,Teatro,Mobile,0,0,0
600,52,Otro,Medio,1,8.6,Teatro,Desktop,1,1,0
601,23,Otro,Bajo,5,4.2,Otro,Mobile,1,0,0
602,64,Femenino,Medio,2,0.1,Deportes,Mobile,0,1,0
603,39,Masculino,Medio,4,2.8,Deportes,Mobile,1,1,0
604,38,Masculino,Bajo,1,1.9,Otro,Mobile,1,1,1
605,26,Masculino,Bajo,4,11.5,Conciertos,Mobile,0,1,0
606,18,Otro,Medio,10,17.0,Otro,Mobile,0,1,0
607,40,Otro,Medio,1,0.3,Conciertos,Mobile,0,0,0
608,45,Otro,Medio,3,3.8,Deportes,Mobile,0,1,1
609,50,Masculino,Medio,1,4.3,Conciertos,Mobile,0,1,0
610,18,Otro,Bajo,7,4.3,Otro,Mobile,0,0,0
611,19,Otro,Bajo,2,2.4,Deportes,Mobile,0,0,0
612,26,Otro,Bajo,1,7.0,Deportes,Mobile,0,1,0
613,52,Femenino,Medio,6,1.9,Cine,Desktop,0,0,0
614,39,Masculino,Medio,2,2.2,Teatro,Mobile,1,1,0
615,72,Otro,Alto,0,5.0,Teatro,Desktop,0,0,0
616,43,Masculino,Medio,0,9.5,Teatro,Tablet,1,0,0
617,27,Masculino,Bajo,4,3.9,Otro,Tablet,0,1,0
618,51,Femenino,Medio,1,1.8,Conciertos,Mobile,0,0,0
619,18,Masculino,Bajo,3,4.4,Otro,Desktop,0,0,0
620,28,Femenino,Bajo,2,7.8,Teatro,Mobile,1,1,0
621,37,Otro,Bajo,2,9.2,Teatro,Desktop,0,0,1
622,34,Femenino,Medio,7,1.8,Cine,Mobile,0,1,0
623,36,Femenino,Medio,3,6.9,Otro,Mobile,0,0,0
624,52,Masculino,Bajo,3,1.7,Teatro,Tablet,1,0,0
625,55,Femenino,Medio,2,6.2,Otro,Mobile,1,1,1
626,46,Femenino,Medio,1,1.6,Deportes,Mobile,0,1,0
627,24,Femenino,Bajo,2,3.0,Teatro,Mobile,1,0,0
628,33,Otro,Bajo,0,0.3,Conciertos,Mobile,1,0,0
629,25,Otro,Bajo,1,16.0,Cine,Mobile,0,1,0
630,18,Femenino,Bajo,3,2.3,Conciertos,Mobile,1,1,0
631,18,Femenino,Bajo,4,8.8,Deportes,Tablet,1,1,0
632,33,Femenino,Medio,4,11.0,Otro,Tablet,0,1,0
633,54,Masculino,Medio,3,0.9,Conciertos,Tablet,1,0,1
634,19,Masculino,Medio,4,3.6,Otro,Mobile,1,1,0
635,26,Masculino,Bajo,3,6.1,Otro,Desktop,0,0,0
636,51,Femenino,Medio,1,8.0,Otro,Desktop,1,1,0
637,46,Masculino,Medio,5,2.5,Teatro,Tablet,1,0,0
638,44,Otro,Medio,0,0.2,Deportes,Mobile,1,0,0
639,27,Femenino,Bajo,2,0.1,Conciertos,Mobile,1,1,0
640,23,Otro,Bajo,1,5.3,Deportes,Mobile,0,1,0
641,37,Otro,Medio,1,7.4,Teatro,Mobile,1,0,0
642,36,Femenino,Bajo,4,2.2,Otro,Desktop,0,1,0
643,24,Masculino,Bajo,3,4.2,Deportes,Mobile,0,0,0
644,34,Femenino,Bajo,4,1.8,Conciertos,Mobile,0,0,0
645,34,Masculino,Bajo,6,4.5,Otro,Mobile,0,1,0
646,18,Otro,Bajo,0,0.4,Cine,Mobile,0,1,0
647,18,Masculino,Bajo,6,1.8,Otro,Tablet,0,0,0
648,18,Femenino,Bajo,5,4.2,Teatro,Mobile,0,0,0
649,25,Otro,Bajo,0,2.3,Deportes,Tablet,0,0,0
650,18,Femenino,Medio,2,2.5,Deportes,Mobile,0,0,0
651,34,Masculino,Medio,6,2.6,Cine,Mobile,1,0,0
652,24,Femenino,Medio,6,6.3,Teatro,Tablet,0,0,0
653,35,Femenino,Bajo,2,0.2,Deportes,Mobile,1,1,0
654,39,Masculino,Medio,4,5.0,Cine,Desktop,0,1,0
655,27,Femenino,Bajo,4,3.0,Deportes,Desktop,0,0,0
656,35,Otro,Medio,1,2.4,Deportes,Desktop,0,0,1
657,32,Otro,Medio,5,8.9,Conciertos,Mobile,0,0,0
658,44,Otro,Medio,5,1.5,Cine,Desktop,1,0,0
659,57,Femenino,Medio,1,6.4,Otro,Desktop,0,0,0
660,30,Otro,Bajo,3,1.3,Teatro,Desktop,0,1,0
661,62,Femenino,Medio,2,8.1,Cine,Desktop,0,0,0
662,36,Otro,Medio,3,6.2,Teatro,Desktop,1,1,1
663,55,Femenino,Medio,1,0.8,Deportes,Mobile,0,0,0
664,34,Otro,Bajo,5,1.2,Cine,Mobile,1,0,0
665,37,Masculino,Medio,3,4.5,Deportes,Desktop,0,1,0
666,41,Otro,Medio,5,1.6,Otro,Mobile,0,0,0
667,30,Femenino,Bajo,5,3.0,Conciertos,Mobile,0,0,0
668,29,Femenino,Bajo,3,3.8,Deportes,Mobile,1,1,1
669,45,Masculino,Bajo,2,1.8,Teatro,Desktop,1,1,0
670,48,Otro,Medio,0,0.5,Otro,Desktop,0,0,0
671,40,Masculino,Medio,0,0.4,Teatro,Mobile,0,1,1
672,18,Femenino,Bajo,2,1.8,Deportes,Mobile,1,0,0
673,26,Masculino,Bajo,6,0.8,Teatro,Mobile,1,1,1
674,39,Femenino,Bajo,5,5.4,Deportes,Desktop,1,1,0
675,30,Femenino,Medio,4,8.5,Conciertos,Tablet,0,0,0
676,21,Otro,Bajo,0,6.2,Conciertos,Mobile,0,0,0
677,18,Femenino,Bajo,5,0.5,Teatro,Mobile,0,1,0
678,32,Masculino,Bajo,1,0.1,Teatro,Mobile,1,0,0
679,63,Femenino,Medio,2,4.2,Conciertos,Desktop,0,1,1
680,28,Femenino,Bajo,3,2.1,Teatro,Mobile,0,1,1
681,34,Masculino,Medio,5,8.9,Deportes,Tablet,0,1,0
682,22,Femenino,Medio,2,5.5,Deportes,Mobile,0,0,0
683,32,Masculino,Medio,2,6.9,Teatro,Desktop,0,0,0
684,19,Femenino,Bajo,8,3.9,Conciertos,Mobile,1,0,0
685,52,Femenino,Medio,1,2.8,Teatro,Mobile,1,1,0
